uniprot_acc	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
P48813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22062000	22428000	16678000	13052000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48836	10634000	18205000	13176000	43164000	6255700	8258400	0	0	0	0	0	0	0	0	0	0	2272700	0	0	1920100	12870000	3514800	21586000	413820000	1140500000	256610000	262770000	55705000	103440000	10744000	3337500	0	0	0	0	0	0	0	0	0	0	0	3024900	0	9875500	52646000	43395000	20703000	0	0	4961900	6179400	18985000	13321000	0	13759000	19133000	14921000	12714000	0	0	0	0	0	0	0	0	0	0	0
P49090	0	0	1639400	1951800	0	2711500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2581900	108900000	15427000	12745000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49095	0	0	0	2379200	0	0	3379600	4541500	3197800	4119400	1707100	3160700	0	2455200	2158700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49166	0	15810000	26630000	13424000	0	29409000	115210000	11492000	140360000	118400000	117500000	206820000	83426000	0	0	0	0	0	0	0	3824100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49167	21067000	9509500	29784000	28435000	0	16244000	73866000	333620000	326460000	391940000	122730000	39797000	40227000	15180000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14411000	16386000	0	0	22630000	0	0	0
P49334	0	0	0	0	32185000	24650000	5139700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49573	0	0	15002000	1557800	0	1180400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49687	0	0	2493500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586500	2842800	3379400	3405700	4637300	21073000	9388100	12902000	18472000	5726300	8070100	12640000	30893000	27415000
P50085	0	15198000	7355600	5418000	0	3252300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16335000	16969000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8991800	12227000	11164000	7700900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50094	30235000	92169000	97823000	70609000	115410000	91850000	84689000	57954000	62604000	91663000	71686000	95077000	83643000	98382000	91876000	95889000	73280000	64015000	180210000	118840000	107380000	228230000	415390000	390030000	416800000	448370000	182530000	70682000	34953000	0	0	0	0	0	0	23946000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50095	0	39221000	51666000	43044000	53710000	20777000	40216000	32346000	39355000	43783000	42761000	23146000	29940000	68414000	51399000	42049000	35956000	12041000	25555000	19872000	15349000	44010000	95006000	103320000	115130000	105430000	52426000	21691000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19902000	28644000	0	0	0	0	0	0
P50107	0	0	0	890980	0	848070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3754900	20107000	16088000	3999600	2321900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2314500	0	1792200	0	0	0	4329100	3766400	8057900	3485000	6670400	7327000	13670000	15636000	25347000	20020000	29376000	30651000	11502000
P51401	14599000	228200000	63661000	63869000	174970000	149870000	1340800000	489440000	1094800000	293760000	878330000	316780000	535680000	308230000	64414000	299950000	53110000	40447000	7095200	14670000	0	10552000	11253000	44805000	7002100	30615000	29369000	0	23848000	32370000	22804000	0	0	0	0	0	0	0	43575000	37348000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224690000	12624000	24446000	20915000	0	23001000	9714200	19215000	28737000	20632000	25482000	31473000
P51402	6953300	27540000	29147000	13298000	0	18239000	159010000	230730000	172450000	103130000	265470000	76673000	110090000	121110000	128680000	115160000	59582000	50557000	56520000	30348000	25157000	10119000	27837000	6723800	4921500	3250200	4448200	0	0	16979000	19592000	0	14425000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51601	0	2133800	1324500	2401500	0	2823800	3089800	1001600	586650	757930	2801100	3071600	8491600	4919400	6963200	10447000	8866800	5240000	8957800	5358000	6484300	6771600	10417000	13940000	13001000	14257000	33316000	27096000	34603000	22903000	36202000	16815000	5774600	1327700	0	0	0	0	0	0	5680100	0	0	0	859550	869740	665350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51996	13063000	18946000	13705000	17120000	0	8887800	0	4216500	0	0	0	0	0	0	3809000	0	0	0	0	0	6718600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9341100	9313900	0	0	0	0	0	0	0	0	0	0	0	0	0	8926100	15387000	0	11449000	0	0	0	0	0	0	0
P52286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272700	0	0	0	0	0	0	0	0	0	0	0	0	0	2771500	46188000	155630000	111220000	9897200	2873200	0	2333600	2682300	2123000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789400	1486000	1980700	0	5412300	0	19866000	0	0	0	0	2363400	0	0	0	2115300	2879200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52593	0	2679800	4849700	5553200	0	3212700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52891	0	5370100	5020900	0	8453000	0	0	0	0	0	0	0	0	0	2031800	10180000	20822000	10587000	5897600	0	0	0	0	0	4441000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36077000	90045000	81380000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52910	18277000	18044000	15849000	15758000	14964000	12442000	4222700	14458000	8481800	0	0	8934400	0	0	0	0	0	0	0	0	0	0	26917000	0	13655000	14334000	0	10884000	0	0	0	0	0	31308000	108480000	66645000	0	0	0	0	0	0	0	0	0	0	25476000	98200000	0	177880000	115560000	62545000	84765000	55118000	53993000	63259000	41634000	47157000	42228000	42733000	41784000	44873000	45252000	45965000	35854000	41445000	64504000	53161000	41202000	24223000
P52917	0	0	0	2470100	0	1328500	0	0	0	0	0	0	501940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638800	19158000	29572000	27896000	1996200	1423700	2309900	2050400	1686200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5316800	6943700	10954000	11214000	7615200	14514000	18599000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53011	0	3958500	3830400	3895100	4696100	0	0	0	0	0	0	0	0	0	0	4160000	12679000	5679300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53040	0	0	0	8558500	0	11253000	7430600	4093300	3944700	2440700	0	2965100	0	0	2400700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53043	0	0	0	0	1787800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7671200	0	7364800	0	8681500	8033200	17753000	8650500	9537400	8230900	11115000	11896000	13767000	23166000	20304000
P53049	0	10124000	12143000	13237000	14948000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53064	0	0	0	0	0	0	1448000	0	0	0	1950500	0	2690600	1653100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11283000	72305000	67784000	51672000	8849000	6472300	4389500	12131000	0	7153200	6089100	0
P53090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210510000	310320000	65249000	11049000	0	17876000	0	0	24180000	19604000	22861000	21754000	17089000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53091	0	10013000	8650900	9863900	12935000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53109	0	0	0	5482300	11276000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53115	0	2252200	0	0	0	3286400	2276900	0	3148800	2283700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53131	0	12783000	17662000	16040000	28488000	24569000	13621000	9839500	11440000	10878000	8694700	15909000	7991400	4892500	12064000	9906100	16525000	7295500	11979000	6145300	0	7698600	7541800	12383000	7874200	19956000	22343000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53136	0	0	0	0	0	0	5202000	4441300	3484800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5746500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11684000	15713000	14510000	15702000	60367000	37289000	18433000	0	0	0	0	0	14426000	7938900	11469000	14033000	16956000	0	9374500	9148800	7775800	0	5572200	4836900	0	0	2468800	0	0
P53145	0	0	0	0	0	0	2645700	3432900	0	4483700	2403400	5363400	4170800	3709500	2859800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60370000	0	11445000	0	28068000	31675000	40978000	20871000	20569000	0	0	17823000	18782000	18677000	17060000	0	12952000	0	34407000	0
P53183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8187200	6926900	5624100	5839900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53184	37789000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14307000	0	0	0	21974000	17408000	19153000	30160000	30245000	89934000	91880000	54342000	92232000	157530000	166490000	184540000	588150000	380070000	444260000	679910000	488700000	574760000	763180000	512990000
P53188	0	0	0	0	0	0	517750	1228300	852380	507170	1065600	0	485270	1237300	1402000	1342500	883950	649280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53192	0	8155000	0	0	0	5178600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6260100	0	5172500	7061400	0	0	13494000	12345000	17869000	9948000	0	8347400	6888700	4655000	0	3388400	0	0	0	0
P53221	43823000	151450000	125890000	82977000	28542000	118210000	217440000	312480000	643300000	558840000	748500000	295410000	292900000	457020000	364550000	141880000	664680000	455690000	141450000	100220000	73128000	77888000	77465000	48901000	31439000	27167000	37523000	20115000	17817000	19959000	0	0	0	0	24751000	0	0	0	0	0	0	6752100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3804800	12021000	18032000	67618000	12939000	15346000	21457000	3037000	9189200	4440300	10381000	5789300	62680000
P53235	0	0	6828200	0	0	8359100	13028000	12531000	15573000	16231000	20706000	22937000	0	10514000	0	12404000	11856000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9795200	0	0	0	7045400	10844000	10422000	9618500	35847000	34341000	23107000	10172000	7189400	6790400	3786700	6794600	6511400	6840600	6124300	5409300	0	5159600	5235300	0
P53252	9821000	96902000	226810000	333970000	561620000	179650000	160850000	44967000	59910000	40550000	56123000	65059000	66695000	73340000	90779000	99519000	67800000	25943000	104230000	70854000	64616000	70127000	205110000	203340000	137020000	371860000	104570000	68092000	74084000	39995000	0	0	0	2612600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7549600	5048600	4457800	0	7599700	0	9401700	11574000	17615000	0	0	0
P53254	0	10260000	7903500	10463000	25000000	27527000	19815000	12872000	10377000	7722600	6152000	7299200	15847000	0	8204900	6829000	8142100	6136900	0	0	0	0	6817300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8660100	17176000	16524000	7356200	0	0	0	0	0	0	0	10022000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20640000	0	0	0	0	21127000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53261	4007900	3464500	4468300	7653200	20844000	14686000	27306000	22839000	20741000	19841000	14414000	11360000	24851000	32248000	27386000	33963000	10857000	15118000	7323600	7764700	9784100	6919500	7925900	5012500	0	0	9082700	18369000	10107000	17566000	18027000	8091500	0	0	16651000	0	0	0	0	0	0	9354400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6658600	0	0	0	0	0	0	0	0	0	0
P53276	0	3415500	4121400	4602700	5309600	19338000	22175000	6405700	4739200	4360500	4973400	0	4126900	5777000	3992900	6668100	5405500	0	8331700	0	4896800	0	0	7812700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22629000	0	32510000	32932000	36737000	78074000	36943000	22364000	0	0	0	0	0	0	0	0	0	0	0	0	0
P53303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7588300	49897000	100080000	0	0	0	0	1450100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53312	2814000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334900000	468660000	114160000	14643000	2671400	7461300	3313700	2045300	1994200	2599300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9464200	8909500	14776000	11192000	0	24459000	30801000	18283000
P53333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18272000	0	0	4034500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53388	0	6331600	9296200	18736000	15622000	6390000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53549	0	12659000	16470000	14870000	0	8748000	10313000	4826400	3509900	6753700	8635300	0	9350500	50376000	20457000	22411000	7532400	8726200	23631000	54505000	0	0	5519000	0	0	1810000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53213000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9853400	12436000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53551	0	0	0	0	0	9340700	0	10999000	12111000	5748600	12515000	24897000	9230300	17467000	6136100	4317400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53552	0	0	0	0	0	0	3467000	2044700	0	1800700	4199100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53598	0	0	2094500	0	4771200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8740300	16727000	23539000	64276000	72266000	266950000	247490000	252830000	239700000	207100000	72291000	52690000	115430000	65576000	30466000	17729000	20455000	36516000	34152000
P53617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29423000	46237000	52196000	55848000	32939000	19905000	25542000	29866000	23956000	29946000	35689000	28252000	27189000	15073000	20947000	0	18457000	29367000	0
P53622	5677100	32349000	38545000	18743000	16855000	13358000	6518800	9407000	9244300	17228000	7831100	6693100	9298300	9330500	4928600	6700900	9375200	8348200	4917900	8018300	8891100	7385100	11901000	18062000	37029000	75895000	60038000	40713000	14925000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6449400	0	7174000	0	0	0	0
P53632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2602500	3132400	2769600	2912800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6823500	28769000	34716000	22242000	0	0	0	0	0	0	11280000	122360000	33939000	0	6668200	6956800	5152700	5120900	0	0	0	0	0	0	0	2384000	0	0	4583300	5619700	6108800	0	3176300	0	3660100	4064000	3425300	3730600	0	0
P53721	0	3589100	5119900	7883200	10243000	3837900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53723	16965000	21101000	17545000	18701000	0	12115000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6709700	7899700	29854000	47452000	37786000	8542600	4423000	7872700	0	6758900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53731	0	878270	1179500	0	0	0	0	0	0	0	0	0	0	988070	1694700	3868400	5011200	8409600	5987800	8273000	8728900	10786000	9037700	11288000	17147000	54678000	107500000	115530000	141800000	234070000	134610000	40094000	13431000	4051300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53734	0	4516800	4549600	5976600	0	4320300	9884100	7843100	9673100	5513600	3784500	6128300	5518100	0	5033700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53741	0	0	0	0	0	0	1931900	2418600	1732600	2562300	2279900	2525100	0	1636300	1572700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53742	0	12820000	20705000	7454700	14409000	0	7316500	13023000	23385000	19856000	25751000	27966000	18669000	8500300	14154000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26672000	26860000	0	18596000	14516000	9603200	12748000	16090000	18677000	19002000	16651000	23266000	20859000	15080000	16164000	16884000	13718000	15543000	15340000	15248000
P53843	0	0	3378700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3822600	6206500	7198300	6435000	4757700	7926500	6120000	18243000	53756000	28036000	27111000	7928400	6944500
P53845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436600	5722000	6812800	5802600	1541700	1265200	983680	0	0	0	0	0	0	0	0	0	0	0	0	0
P53848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16343000	51763000	74093000	86734000	48535000	43562000	16585000	9677000	12914000	5987200	6077500	18649000	4102100	0	17263000	0	0
